y_true,y_pred,confidence,p_average,p_flop,p_hit,p_true_baseline,p_true_credits,id,title,original_title
flop,flop,0.5989042880497196,0.14503789868008982,0.5989042880497196,0.25605781327019056,0.48320708082825453,0.5989042880497196,5172,The Astronaut Farmer,The Astronaut Farmer
hit,flop,0.6107416562046903,0.15797395012219376,0.6107416562046903,0.23128439367311596,0.31233142524214164,0.23128439367311596,176124,Home Run,Home Run
hit,hit,0.38618745045404435,0.3538706777413861,0.25994187180456957,0.38618745045404435,0.4091485655084877,0.38618745045404435,2280,Big,Big
hit,hit,0.7102105543341549,0.15026500541632612,0.13952444024951902,0.7102105543341549,0.5712227347801151,0.7102105543341549,72571,Paranormal Activity 3,Paranormal Activity 3
hit,flop,0.39590166467550847,0.24847390850633566,0.39590166467550847,0.3556244268181559,0.277509042020818,0.3556244268181559,10664,[REC]²,[REC]²
hit,hit,0.7039029937225951,0.17533945692402989,0.12075754935337506,0.7039029937225951,0.32791129010025205,0.7039029937225951,59436,Midnight in Paris,Midnight in Paris
flop,hit,0.4806514125817669,0.33294506868593504,0.186403518732298,0.4806514125817669,0.2503252282462472,0.186403518732298,9008,The Insider,The Insider
average,average,0.38639463837794763,0.38639463837794763,0.336534519131529,0.27707084249052344,0.3778561244611477,0.38639463837794763,331190,Captive,Captive
hit,hit,0.3514031583287943,0.3040287428663807,0.3445680988048249,0.3514031583287943,0.2809207107695229,0.3514031583287943,133805,Carrie,Carrie
hit,average,0.4006947083344291,0.4006947083344291,0.35616921994889933,0.2431360717166716,0.4384760460903106,0.2431360717166716,97630,Zero Dark Thirty,Zero Dark Thirty
hit,hit,0.6669448659633163,0.21352956981838536,0.11952556421829832,0.6669448659633163,0.3487294408174687,0.6669448659633163,11697,The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance
hit,flop,0.6175239942788896,0.24358418102818205,0.6175239942788896,0.1388918246929284,0.2871322688151352,0.1388918246929284,34086,Spaced Invaders,Spaced Invaders
hit,average,0.5802060419328062,0.5802060419328062,0.3456833119665951,0.07411064610059867,0.1938537955673175,0.07411064610059867,85446,Step Up Revolution,Step Up Revolution
hit,flop,0.4917485312213571,0.2776317674227932,0.4917485312213571,0.2306197013558497,0.2569151633459929,0.2306197013558497,268238,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel
flop,flop,0.37126105602364157,0.34639963442824273,0.37126105602364157,0.2823393095481156,0.3586351521861081,0.37126105602364157,14175,Valiant,Valiant
hit,flop,0.359814507260384,0.31307405355686874,0.359814507260384,0.32711143918274727,0.42687757809955357,0.32711143918274727,22881,The Blind Side,The Blind Side
hit,hit,0.61653736034276,0.2956280629401534,0.08783457671708668,0.61653736034276,0.32304100083184145,0.61653736034276,2770,American Pie 2,American Pie 2
hit,hit,0.9056745879913337,0.07031986747853664,0.02400554453012961,0.9056745879913337,0.5052555260477453,0.9056745879913337,89,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade
flop,flop,0.5879752470397784,0.3060920597815387,0.5879752470397784,0.10593269317868288,0.5218741746000537,0.5879752470397784,9053,DOA: Dead or Alive,DOA: Dead or Alive
hit,average,0.48829177465503315,0.48829177465503315,0.32537712079804565,0.18633110454692126,0.27949094900711924,0.18633110454692126,1954,The Butterfly Effect,The Butterfly Effect
hit,average,0.4800446933272848,0.4800446933272848,0.28752869425768063,0.23242661241503465,0.2973179882056594,0.23242661241503465,293863,The Age of Adaline,The Age of Adaline
average,flop,0.3827422005358389,0.3764200981845206,0.3827422005358389,0.24083770127964044,0.3523099853251513,0.3764200981845206,106747,Machete Kills,Machete Kills
flop,hit,0.49672881890912063,0.37477018765756903,0.12850099343331023,0.49672881890912063,0.23523953956837576,0.12850099343331023,48572,Red State,Red State
hit,flop,0.5200171598511094,0.26965145814679436,0.5200171598511094,0.21033138200209622,0.1044565848778664,0.21033138200209622,146,"Crouching Tiger, Hidden Dragon",卧虎藏龙
hit,hit,0.5373509303281943,0.43565182827112764,0.026997241400678135,0.5373509303281943,0.31794328301283026,0.5373509303281943,2502,The Bourne Supremacy,The Bourne Supremacy
average,average,0.4730504168058477,0.4730504168058477,0.1434470510797824,0.3835025321143699,0.32593642354164665,0.4730504168058477,8741,The Thin Red Line,The Thin Red Line
hit,hit,0.41625601034161414,0.30965865450568053,0.2740853351527053,0.41625601034161414,0.38692232001998894,0.41625601034161414,11090,The Animal,The Animal
average,hit,0.4868934792326816,0.340203925168611,0.1729025955987074,0.4868934792326816,0.45786869090609755,0.340203925168611,82703,Mr. Peabody & Sherman,Mr. Peabody & Sherman
hit,hit,0.7821441838463732,0.0778643357513632,0.13999148040226347,0.7821441838463732,0.3171248186853436,0.7821441838463732,43839,Alexander's Ragtime Band,Alexander's Ragtime Band
hit,flop,0.40210689601914035,0.1971371007105578,0.40210689601914035,0.40075600327030175,0.521300212776545,0.40075600327030175,272878,Max,Max
hit,hit,0.3822828884736935,0.33371916761198583,0.28399794391432065,0.3822828884736935,0.4406457017962814,0.3822828884736935,157350,Divergent,Divergent
average,average,0.5389817917276114,0.5389817917276114,0.2540609543841379,0.2069572538882507,0.4443464427967048,0.5389817917276114,8452,The 6th Day,The 6th Day
average,hit,0.8825259689967452,0.08772691114274848,0.029747119860506342,0.8825259689967452,0.37889247947996774,0.08772691114274848,329833,Zoolander 2,Zoolander 2
average,average,0.4145876297514707,0.4145876297514707,0.2983356877021282,0.2870766825464012,0.37270979311946784,0.4145876297514707,76285,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters
average,hit,0.5190859681882081,0.3485156138326814,0.13239841797911042,0.5190859681882081,0.40517976033515357,0.3485156138326814,227735,Dolphin Tale 2,Dolphin Tale 2
average,average,0.6624363168688403,0.6624363168688403,0.132761579700113,0.20480210343104668,0.6096474773377097,0.6624363168688403,27022,The Sorcerer's Apprentice,The Sorcerer's Apprentice
hit,flop,0.6234328621338746,0.2663793410022628,0.6234328621338746,0.11018779686386261,0.19337821161963975,0.11018779686386261,10090,Reno 911!: Miami,Reno 911!: Miami
flop,flop,0.6810436006272305,0.1542057108646076,0.6810436006272305,0.16475068850816196,0.42752495098110227,0.6810436006272305,175541,Black Nativity,Black Nativity
flop,hit,0.9458637897840134,0.03813735669057548,0.01599885352541122,0.9458637897840134,0.0802286242680024,0.01599885352541122,19,Metropolis,Metropolis
flop,average,0.792509540421667,0.792509540421667,0.08598656908837402,0.12150389048995891,0.3257273757255834,0.08598656908837402,4421,G.I. Jane,G.I. Jane
flop,hit,0.35319879239319674,0.32894595536145327,0.31785525224535005,0.35319879239319674,0.4371793562834353,0.31785525224535005,242095,The Signal,The Signal
hit,flop,0.45249567018758197,0.29679564142806447,0.45249567018758197,0.2507086883843535,0.3367052113752428,0.2507086883843535,11637,Are We There Yet?,Are We There Yet?
hit,hit,0.5717231632426605,0.10601845405503971,0.3222583827022997,0.5717231632426605,0.22290819722298755,0.5717231632426605,423,The Pianist,The Pianist
hit,average,0.4192954767285414,0.4192954767285414,0.26826991830642555,0.31243460496503306,0.36846840355990707,0.31243460496503306,9718,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby
hit,average,0.4059095534405911,0.4059095534405911,0.3219405318907742,0.27214991466863475,0.13383811353939198,0.27214991466863475,9762,Step Up,Step Up
hit,flop,0.7388965060724384,0.17560636894723247,0.7388965060724384,0.0854971249803292,0.16589090815311616,0.0854971249803292,16608,The Proposition,The Proposition
flop,hit,0.5540439167130893,0.25286850838151687,0.1930875749053939,0.5540439167130893,0.23211861909463416,0.1930875749053939,171274,Inherent Vice,Inherent Vice
average,average,0.5782288962942111,0.5782288962942111,0.2957742677748252,0.12599683593096359,0.35983244106188805,0.5782288962942111,33909,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps
hit,average,0.4666633269353153,0.4666633269353153,0.21277883652787144,0.3205578365368133,0.38074349668238716,0.3205578365368133,72190,World War Z,World War Z
flop,average,0.41224533534592256,0.41224533534592256,0.37817443442583276,0.20958023022824473,0.33412602594278207,0.37817443442583276,58680,Woo,Woo
hit,average,0.5410669850721862,0.5410669850721862,0.24213286130741385,0.2168001536204001,0.26788797701050543,0.2168001536204001,816,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery
flop,average,0.5033910090470363,0.5033910090470363,0.3063369620813643,0.1902720288715995,0.216869974027435,0.3063369620813643,7364,Sahara,Sahara
hit,hit,0.6394589677443855,0.21657278498805874,0.14396824726755575,0.6394589677443855,0.38570183496799937,0.6394589677443855,680,Pulp Fiction,Pulp Fiction
hit,hit,0.48665426044749066,0.29896537422832326,0.21438036532418614,0.48665426044749066,0.24253344956710543,0.48665426044749066,627,Trainspotting,Trainspotting
hit,flop,0.4690473672746095,0.4456022501362102,0.4690473672746095,0.08535038258918026,0.24925466214379255,0.08535038258918026,22345,Baby Geniuses,Baby Geniuses
average,flop,0.6058656215765099,0.23637838108181153,0.6058656215765099,0.15775599734167864,0.240142226832246,0.23637838108181153,9100,The Craft,The Craft
average,flop,0.464681037103009,0.2860514325473373,0.464681037103009,0.2492675303496537,0.2501359329277694,0.2860514325473373,167,K-PAX,K-PAX
hit,average,0.4568212503790865,0.4568212503790865,0.37067557077779684,0.17250317884311672,0.2522873680607962,0.17250317884311672,158015,The Purge,The Purge
hit,flop,0.5656855704749741,0.20346681485116516,0.5656855704749741,0.2308476146738608,0.24999913684813577,0.2308476146738608,253331,Black or White,Black or White
average,average,0.6138602934401839,0.6138602934401839,0.2285439555470036,0.15759575101281245,0.4374851895902891,0.6138602934401839,11679,xXx: State of the Union,xXx: State of the Union
average,average,0.502347284464553,0.502347284464553,0.26880021262519055,0.22885250291025655,0.4230418014537908,0.502347284464553,24438,Did You Hear About the Morgans?,Did You Hear About the Morgans?
average,average,0.3643756646742883,0.3643756646742883,0.32114285602538156,0.31448147930033016,0.2872948582366974,0.3643756646742883,10545,The Hunchback of Notre Dame,The Hunchback of Notre Dame
average,hit,0.421935928720343,0.3772926674562622,0.20077140382339465,0.421935928720343,0.45368130101816384,0.3772926674562622,261023,Black Mass,Black Mass
hit,hit,0.4726095957068401,0.19494264743537823,0.3324477568577817,0.4726095957068401,0.29385751175981933,0.4726095957068401,10229,A Walk to Remember,A Walk to Remember
hit,average,0.4785150263716109,0.4785150263716109,0.16731952896043248,0.35416544466795663,0.4661527872663664,0.35416544466795663,345,Eyes Wide Shut,Eyes Wide Shut
hit,hit,0.4430530803542267,0.36182795148960384,0.1951189681561696,0.4430530803542267,0.36206898952324335,0.4430530803542267,114,Pretty Woman,Pretty Woman
hit,average,0.3917840054506396,0.3917840054506396,0.23322936477515407,0.37498662977420627,0.39114651463975086,0.37498662977420627,172,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier
average,flop,0.37846353065854554,0.36393122992920013,0.37846353065854554,0.25760523941225427,0.24827903280937696,0.36393122992920013,9645,Ghost Ship,Ghost Ship
average,flop,0.6119664899129211,0.2813010841355756,0.6119664899129211,0.10673242595150322,0.35223240341121964,0.2813010841355756,53457,Sarah's Key,Elle s'appelait Sarah
average,flop,0.4717299738159316,0.24353041175503026,0.4717299738159316,0.2847396144290381,0.22977479880289478,0.24353041175503026,198185,Million Dollar Arm,Million Dollar Arm
flop,flop,0.5916725529315239,0.32113705773714346,0.5916725529315239,0.08719038933133264,0.531408536802533,0.5916725529315239,27936,Micmacs,Micmacs à tire-larigot
flop,average,0.44491394358757597,0.44491394358757597,0.1504154614402602,0.40467059497216384,0.1904478487657798,0.1504154614402602,201088,Blackhat,Blackhat
average,flop,0.6481509393377971,0.23422963220559428,0.6481509393377971,0.1176194284566087,0.28591920958412476,0.23422963220559428,1921,Sweet November,Sweet November
hit,average,0.4647733808688121,0.4647733808688121,0.2545737131073193,0.2806529060238686,0.21559238819405255,0.2806529060238686,267860,London Has Fallen,London Has Fallen
hit,flop,0.6248200245608282,0.15300532892199156,0.6248200245608282,0.22217464651718022,0.23719223698532707,0.22217464651718022,11690,Bloodsport,Bloodsport
flop,hit,0.4053495116949876,0.3743172693541419,0.2203332189508706,0.4053495116949876,0.27425728131394794,0.2203332189508706,41283,Faster,Faster
hit,hit,0.7537948498976386,0.19770770760470835,0.0484974424976531,0.7537948498976386,0.4854507973777978,0.7537948498976386,330,The Lost World: Jurassic Park,The Lost World: Jurassic Park
hit,hit,0.8819649704337772,0.09655589924661494,0.021479130319607825,0.8819649704337772,0.3067356672108836,0.8819649704337772,408,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs
hit,hit,0.409062550871632,0.2426967755134686,0.3482406736148994,0.409062550871632,0.2293840662532099,0.409062550871632,80,Before Sunset,Before Sunset
flop,hit,0.47484444594424935,0.2874436432996938,0.23771191075605685,0.47484444594424935,0.12525218412820685,0.23771191075605685,11026,Exorcist: The Beginning,Exorcist: The Beginning
average,hit,0.3672545758714071,0.2776560585378474,0.35508936559074555,0.3672545758714071,0.3532063510424059,0.2776560585378474,16363,The Best Little Whorehouse in Texas,The Best Little Whorehouse in Texas
flop,hit,0.478481977275954,0.22829279968999017,0.29322522303405574,0.478481977275954,0.21356048252009396,0.29322522303405574,10972,Session 9,Session 9
flop,hit,0.4179037338850036,0.2985366580850812,0.2835596080299152,0.4179037338850036,0.3890266761722674,0.2835596080299152,2669,The Bounty,The Bounty
hit,flop,0.43999093960292507,0.23955047033860713,0.43999093960292507,0.32045859005846783,0.47391336901633646,0.32045859005846783,26748,Lone Star,Lone Star
hit,flop,0.3776011919803051,0.29649515055129994,0.3776011919803051,0.32590365746839495,0.29666782173141953,0.32590365746839495,13836,Race to Witch Mountain,Race to Witch Mountain
flop,flop,0.7056010829673811,0.20735069707079617,0.7056010829673811,0.08704821996182256,0.4678317849470952,0.7056010829673811,22256,Without Limits,Without Limits
flop,flop,0.5314041925897522,0.2582590841298342,0.5314041925897522,0.21033672328041358,0.24956438445265228,0.5314041925897522,227707,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box
hit,average,0.546211276559672,0.546211276559672,0.28295286321220736,0.17083586022812056,0.2640168651526746,0.17083586022812056,18126,Hannah Montana: The Movie,Hannah Montana: The Movie
hit,flop,0.5194835102231055,0.34280975414623854,0.5194835102231055,0.1377067356306559,0.29239327637013734,0.1377067356306559,273895,Selma,Selma
flop,flop,0.49557112758622623,0.3774052333444609,0.49557112758622623,0.127023639069313,0.2820492725182593,0.49557112758622623,9849,My Favorite Martian,My Favorite Martian
hit,hit,0.842872313498467,0.12837255205264017,0.028755134448892893,0.842872313498467,0.5534787586070906,0.842872313498467,214756,Ted 2,Ted 2
hit,flop,0.6016064685391633,0.2085980628686023,0.6016064685391633,0.18979546859223445,0.24162576489773382,0.18979546859223445,77866,Contraband,Contraband
hit,hit,0.521561924322893,0.2336224534566078,0.24481562222049927,0.521561924322893,0.4582564435252733,0.521561924322893,101267,Katy Perry: Part of Me,Katy Perry: Part of Me
flop,hit,0.46790245567119637,0.2368678845800234,0.2952296597487802,0.46790245567119637,0.38783298377189773,0.2952296597487802,301365,The Neon Demon,The Neon Demon
flop,hit,0.4277076305776981,0.3901177157729038,0.1821746536493982,0.4277076305776981,0.2794651037503241,0.1821746536493982,210860,Mortdecai,Mortdecai
hit,hit,0.7839950591914323,0.16820373401883804,0.04780120678972973,0.7839950591914323,0.38415176370881093,0.7839950591914323,874,A Man for All Seasons,A Man for All Seasons
hit,average,0.4636986378466255,0.4636986378466255,0.25233888228130713,0.28396247987206724,0.3273001910536802,0.28396247987206724,138832,We're the Millers,We're the Millers
flop,flop,0.49018427196704845,0.27931196100099237,0.49018427196704845,0.23050376703195918,0.3657263898215841,0.49018427196704845,9582,A Guy Thing,A Guy Thing
hit,average,0.4323168445000086,0.4323168445000086,0.21695071856253884,0.3507324369374526,0.36466303395438443,0.3507324369374526,71552,American Reunion,American Reunion
hit,hit,0.47447371269183763,0.29573579745325757,0.2297904898549049,0.47447371269183763,0.30703924266868404,0.47447371269183763,24748,Hud,Hud
hit,average,0.3969856986120782,0.3969856986120782,0.30093168424044237,0.3020826171474794,0.32299832492903835,0.3020826171474794,109431,Identity Thief,Identity Thief
flop,flop,0.6755028450972672,0.24987345573922978,0.6755028450972672,0.07462369916350313,0.3779353277078848,0.6755028450972672,30128,I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell
hit,average,0.56635427888181,0.56635427888181,0.27029115649657987,0.16335456462160997,0.2631247457299618,0.16335456462160997,38050,The Adjustment Bureau,The Adjustment Bureau
average,flop,0.39517170708215615,0.2968791210681497,0.39517170708215615,0.3079491718496941,0.3712818915182006,0.2968791210681497,10017,The Wraith,The Wraith
hit,flop,0.36998243744251136,0.3282435980492546,0.36998243744251136,0.30177396450823407,0.3338417628128215,0.30177396450823407,10314,She's All That,She's All That
hit,hit,0.6867326209744546,0.20652091607174372,0.10674646295380165,0.6867326209744546,0.41751545301583626,0.6867326209744546,580,Jaws: The Revenge,Jaws: The Revenge
average,average,0.3750708299896018,0.3750708299896018,0.3456368280767661,0.27929234193363217,0.38575347255459086,0.3750708299896018,12123,Chain Reaction,Chain Reaction
hit,average,0.4844679465354818,0.4844679465354818,0.3826973880951465,0.13283466536937172,0.2766033170123247,0.13283466536937172,795,City of Angels,City of Angels
hit,average,0.401985136194839,0.401985136194839,0.2107379662897401,0.3872768975154209,0.36839961820144584,0.3872768975154209,808,Shrek,Shrek
hit,average,0.393597440832097,0.393597440832097,0.36894427518591866,0.2374582839819844,0.3666251897552542,0.2374582839819844,41210,The Switch,The Switch
hit,hit,0.574771432716142,0.1190347019324197,0.30619386535143844,0.574771432716142,0.43491343293867524,0.574771432716142,19265,Whatever Works,Whatever Works
hit,hit,0.6313892732773541,0.30141795625334444,0.06719277046930153,0.6313892732773541,0.2755867243162201,0.6313892732773541,4011,Beetlejuice,Beetlejuice
hit,average,0.3960443435012277,0.3960443435012277,0.23641999647040116,0.3675356600283712,0.2863093542852901,0.3675356600283712,59859,Kick-Ass 2,Kick-Ass 2
hit,average,0.6004011375227519,0.6004011375227519,0.193758126119428,0.20584073635782008,0.2611840926332655,0.20584073635782008,38,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind
hit,hit,0.8625127665923392,0.11865278441127687,0.01883444899638396,0.8625127665923392,0.4179778829947938,0.8625127665923392,676,Pearl Harbor,Pearl Harbor
hit,average,0.45760393339403577,0.45760393339403577,0.21379601057984676,0.32860005602611747,0.30320231326405833,0.32860005602611747,102651,Maleficent,Maleficent
average,flop,0.37992483618721434,0.26163417601886463,0.37992483618721434,0.35844098779392103,0.24083767812334214,0.26163417601886463,11544,Lilo & Stitch,Lilo & Stitch
hit,hit,0.8456485065547188,0.07996134089267047,0.07439015255261072,0.8456485065547188,0.576053847888912,0.8456485065547188,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge
average,hit,0.3741544927087534,0.2758853385614931,0.3499601687297535,0.3741544927087534,0.27556317188877777,0.2758853385614931,200505,Draft Day,Draft Day
hit,hit,0.6299436882243074,0.314141455081755,0.05591485669393772,0.6299436882243074,0.5001840361946233,0.6299436882243074,157336,Interstellar,Interstellar
average,flop,0.41084070384512356,0.2947544587730476,0.41084070384512356,0.29440483738182893,0.30535426654856423,0.2947544587730476,865,The Running Man,The Running Man
flop,hit,0.6768686303453211,0.21630817607407676,0.10682319358060213,0.6768686303453211,0.18455704893145028,0.10682319358060213,7341,The Rage: Carrie 2,The Rage: Carrie 2
hit,flop,0.47304748236796534,0.23185678026158804,0.47304748236796534,0.2950957373704466,0.3966964506495855,0.2950957373704466,9459,Woodstock,Woodstock
hit,average,0.49755675330515536,0.49755675330515536,0.13820964546195627,0.3642336012328884,0.3863649160302965,0.3642336012328884,196867,Annie,Annie
average,hit,0.5885268591173815,0.35961306722481223,0.05186007365780626,0.5885268591173815,0.3899918970117208,0.35961306722481223,1639,Speed 2: Cruise Control,Speed 2: Cruise Control
hit,hit,0.4673180359170172,0.34917472022826773,0.18350724385471498,0.4673180359170172,0.615744539798432,0.4673180359170172,9532,Final Destination,Final Destination
flop,flop,0.49140368136051227,0.2873045501583227,0.49140368136051227,0.22129176848116516,0.44350202267866984,0.49140368136051227,8090,Untraceable,Untraceable
hit,hit,0.4207521871635163,0.2646359287391187,0.3146118840973651,0.4207521871635163,0.5188721499069121,0.4207521871635163,77883,The Possession,The Possession
hit,average,0.525524283467847,0.525524283467847,0.1945674860795661,0.27990823045258695,0.3725358752619688,0.27990823045258695,7303,Maid in Manhattan,Maid in Manhattan
average,hit,0.5855144171959148,0.2203474264765338,0.19413815632755133,0.5855144171959148,0.34015145305585814,0.2203474264765338,15186,Full Frontal,Full Frontal
hit,hit,0.373416527245211,0.3422341281543078,0.2843493446004811,0.373416527245211,0.2880768281151467,0.373416527245211,29427,The Crazies,The Crazies
average,flop,0.36391469772909013,0.2952261214082792,0.36391469772909013,0.34085918086263073,0.262545426775542,0.2952261214082792,12618,Random Hearts,Random Hearts
flop,flop,0.6108622520502616,0.27447545438430465,0.6108622520502616,0.11466229356543384,0.3215162770188438,0.6108622520502616,73191,The Nutcracker,The Nutcracker
hit,average,0.5326425461621712,0.5326425461621712,0.2298444077428467,0.2375130460949821,0.36519088100700126,0.2375130460949821,10137,Stuart Little,Stuart Little
hit,hit,0.47729823572117525,0.4689484393343802,0.05375332494444453,0.47729823572117525,0.3157794898455136,0.47729823572117525,102899,Ant-Man,Ant-Man
flop,flop,0.5894590375555747,0.34474168240362285,0.5894590375555747,0.06579928004080234,0.2819604324861242,0.5894590375555747,11398,The Art of War,The Art of War
average,flop,0.690692422741284,0.12797591123072738,0.690692422741284,0.1813316660279888,0.15929336409140898,0.12797591123072738,164372,The Snow Queen,Снежная королева
average,flop,0.4963668215513805,0.38424334547386124,0.4963668215513805,0.11938983297475829,0.4100376915876598,0.38424334547386124,23082,The Invention of Lying,The Invention of Lying
hit,hit,0.5658734935494365,0.31432622476925376,0.11980028168130975,0.5658734935494365,0.43545617761407146,0.5658734935494365,10673,Wall Street,Wall Street
hit,average,0.5173472357876124,0.5173472357876124,0.41314063833793674,0.06951212587445085,0.14966890959185375,0.06951212587445085,8872,Wayne's World,Wayne's World
average,hit,0.3769783072855519,0.2685036897190588,0.3545180029953893,0.3769783072855519,0.2022801039176822,0.2685036897190588,9779,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants
hit,flop,0.4905306017649625,0.3977844822031474,0.4905306017649625,0.11168491603189008,0.26469742595271833,0.11168491603189008,508,Love Actually,Love Actually
hit,average,0.539310097427472,0.539310097427472,0.3461591536759925,0.11453074889653554,0.26606487531413653,0.11453074889653554,2486,Eragon,Eragon
flop,flop,0.4388257217060939,0.2851350098063267,0.4388257217060939,0.27603926848757954,0.3003281578513217,0.4388257217060939,20766,The Road,The Road
hit,average,0.413854862371592,0.413854862371592,0.3198367802646693,0.2663083573637387,0.2761424309836849,0.2663083573637387,864,Cool Runnings,Cool Runnings
hit,hit,0.4435969416139247,0.23211217059468042,0.3242908877913948,0.4435969416139247,0.34728617568366144,0.4435969416139247,9400,Set It Off,Set It Off
flop,hit,0.3960862645570644,0.3557140347935689,0.24819970064936664,0.3960862645570644,0.3849978739124311,0.24819970064936664,13685,Bottle Rocket,Bottle Rocket
hit,hit,0.49637536123276627,0.1083582774325949,0.3952663613346388,0.49637536123276627,0.31244171774947116,0.49637536123276627,241251,The Boy Next Door,The Boy Next Door
flop,average,0.4151656524054533,0.4151656524054533,0.19555266826372958,0.3892816793308172,0.3227415020865284,0.19555266826372958,10592,Hart's War,Hart's War
hit,hit,0.8780796837936833,0.09635328620401566,0.025567030002300973,0.8780796837936833,0.6658975200112236,0.8780796837936833,4233,Scream 2,Scream 2
hit,average,0.4874069303131488,0.4874069303131488,0.28079891394148493,0.23179415574536635,0.2724001405512482,0.23179415574536635,64688,21 Jump Street,21 Jump Street
hit,average,0.45351100653447773,0.45351100653447773,0.13476588120700145,0.41172311225852076,0.24608382252672817,0.41172311225852076,140300,Kung Fu Panda 3,Kung Fu Panda 3
hit,average,0.49707258194463233,0.49707258194463233,0.25466513717867295,0.24826228087669464,0.4134774464440426,0.24826228087669464,9489,You've Got Mail,You've Got Mail
hit,average,0.48451265821893913,0.48451265821893913,0.13444375628222902,0.3810435854988317,0.40354943897485823,0.3810435854988317,1934,Shakespeare in Love,Shakespeare in Love
hit,flop,0.4782195346551978,0.3499970147993041,0.4782195346551978,0.1717834505454981,0.3211373887529182,0.1717834505454981,13335,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay
average,average,0.4565279230794913,0.4565279230794913,0.35772102424793945,0.18575105267256925,0.4081137302104491,0.4565279230794913,1636,Bedazzled,Bedazzled
flop,average,0.48489902154805214,0.48489902154805214,0.4583057237958729,0.056795254656074816,0.4178845896908328,0.4583057237958729,109417,Battle of the Year,Battle of the Year
flop,average,0.561802695501397,0.561802695501397,0.25399639904872107,0.18420090544988188,0.34902742638903395,0.25399639904872107,10537,The Doors,The Doors
hit,flop,0.6988792964425581,0.17964911553840363,0.6988792964425581,0.12147158801903815,0.30538849982091215,0.12147158801903815,81390,A Lonely Place to Die,A Lonely Place to Die
average,average,0.3740188598569993,0.3740188598569993,0.3279148647001844,0.29806627544281644,0.2961496639153661,0.3740188598569993,711,Finding Forrester,Finding Forrester
average,average,0.39115203013472,0.39115203013472,0.2971192061877357,0.3117287636775444,0.33207235737558743,0.39115203013472,563,Starship Troopers,Starship Troopers
flop,flop,0.7216149340287763,0.18544336638839892,0.7216149340287763,0.0929416995828249,0.47754668930856975,0.7216149340287763,255343,Escobar: Paradise Lost,Escobar: Paradise Lost
average,flop,0.3686020902542686,0.3008578402194637,0.3686020902542686,0.3305400695262677,0.3443728398754494,0.3008578402194637,20504,The Book of Eli,The Book of Eli
hit,hit,0.9080910437818704,0.07782169990075483,0.014087256317374813,0.9080910437818704,0.3287744386664306,0.9080910437818704,762,Monty Python and the Holy Grail,Monty Python and the Holy Grail
flop,flop,0.5254305266021246,0.3624671853665298,0.5254305266021246,0.11210228803134571,0.32438178016687197,0.5254305266021246,17711,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky & Bullwinkle
average,average,0.424525587305806,0.424525587305806,0.3455268528188009,0.2299475598753932,0.3414309109697596,0.424525587305806,16614,Adventureland,Adventureland
hit,flop,0.46617483339819027,0.2700421477262722,0.46617483339819027,0.26378301887553757,0.34742736590806833,0.26378301887553757,8363,Superbad,Superbad
hit,hit,0.45034384418992757,0.36904570005245496,0.18061045575761756,0.45034384418992757,0.4075667974506423,0.45034384418992757,4929,Hang 'em High,Hang 'em High
hit,average,0.48748143790843657,0.48748143790843657,0.17405263541330662,0.33846592667825676,0.37232453781112257,0.33846592667825676,38317,Zookeeper,Zookeeper
hit,hit,0.7370948527848807,0.11289850940829003,0.15000663780682924,0.7370948527848807,0.21562732948003385,0.7370948527848807,39254,Real Steel,Real Steel
hit,average,0.4870798424410211,0.4870798424410211,0.2096461740561456,0.30327398350283347,0.2818299365877656,0.30327398350283347,10528,Sherlock Holmes,Sherlock Holmes
flop,hit,0.8151658729313924,0.10795879507804852,0.07687533199055914,0.8151658729313924,0.23797697696008255,0.07687533199055914,576,The Wild Bunch,The Wild Bunch
flop,flop,0.41275507619500096,0.2749618020223882,0.41275507619500096,0.31228312178261086,0.34078520489894276,0.41275507619500096,20794,Novocaine,Novocaine
flop,flop,0.48819263384117256,0.37153592159863275,0.48819263384117256,0.14027144456019472,0.3011863736401583,0.48819263384117256,3604,Flash Gordon,Flash Gordon
average,average,0.5308449661448076,0.5308449661448076,0.26041888263077545,0.20873615122441705,0.4627433795172544,0.5308449661448076,10207,Message in a Bottle,Message in a Bottle
