y_true,y_pred_baseline,y_pred_credits,base_p_average,base_p_flop,base_p_hit,p_average,p_flop,p_hit,base_confidence,confidence,p_true_baseline,p_true_credits,delta_p_true,baseline_correct,credits_correct,transition,id,title,original_title,main_genre,budget,runtime,production_scale,talent_score,cast_size,crew_size,known_actor_count,possible_franchise_flag,director_name,runtime_bucket,budget_bucket
hit,hit,hit,0.22868317991558634,0.25554448763905085,0.5157723324453628,0.3117366706675989,0.10967832051237739,0.5785850088200236,0.5157723324453628,0.5785850088200236,0.5157723324453628,0.5785850088200236,0.06281267637466081,1,1,stable_correct,7443,Chicken Run,Chicken Run,Animation,45000000,84.0,mid_scale,0.0795031055900621,14,76,1,0,Nick Park,short,budget_high
flop,hit,flop,0.28761359964744143,0.31901871300268836,0.39336768734987027,0.33224186821103074,0.44959231436070485,0.2181658174282645,0.39336768734987027,0.44959231436070485,0.31901871300268836,0.44959231436070485,0.1305736013580165,0,1,wrong_to_correct,59860,Monte Carlo,Monte Carlo,Adventure,20000000,109.0,large_scale,0.0,16,26,0,0,Thomas Bezucha,medium,budget_mid
flop,hit,flop,0.224332498239735,0.31414088286941744,0.46152661889084745,0.14091221452930136,0.49786304944540927,0.3612247360252894,0.46152661889084745,0.49786304944540927,0.31414088286941744,0.49786304944540927,0.18372216657599183,0,1,wrong_to_correct,91070,L!fe Happens,L!fe Happens,Comedy,930000,100.0,indie,0.0,25,13,0,0,Kat Coiro,medium,budget_low
hit,hit,hit,0.37658327241147016,0.22680799444898375,0.39660873313954614,0.3444379893308555,0.12758656990718167,0.5279754407619629,0.39660873313954614,0.5279754407619629,0.39660873313954614,0.5279754407619629,0.13136670762241676,1,1,stable_correct,1587,What's Eating Gilbert Grape,What's Eating Gilbert Grape,Romance,11000000,118.0,indie,0.28416149068322977,25,3,3,0,Lasse Hallström,medium,budget_low
hit,flop,hit,0.22028791661712097,0.4265124834558045,0.3531995999270745,0.19120774044298672,0.3329163879400649,0.4758758716169485,0.4265124834558045,0.4758758716169485,0.3531995999270745,0.4758758716169485,0.122676271689874,0,1,wrong_to_correct,1365,Monster's Ball,Monster's Ball,Drama,4000000,111.0,indie,0.14037267080745341,18,21,1,0,Marc Forster,medium,budget_low
hit,hit,hit,0.26384931981327037,0.2527947391153803,0.48335594107134927,0.1995534528396847,0.20102629410650408,0.5994202530538112,0.48335594107134927,0.5994202530538112,0.48335594107134927,0.5994202530538112,0.11606431198246192,1,1,stable_correct,18785,The Hangover,The Hangover,Comedy,35000000,100.0,mid_scale,0.09130434782608694,87,21,0,0,Todd Phillips,medium,budget_mid
average,flop,flop,0.24417088047763316,0.5657727772319961,0.19005634229037072,0.2039540482256821,0.6258317317222544,0.17021422005206355,0.5657727772319961,0.6258317317222544,0.24417088047763316,0.2039540482256821,-0.04021683225195105,0,0,stable_wrong,301351,We Are Your Friends,We Are Your Friends,Drama,6000000,96.0,indie,0.0,29,7,0,0,Max Joseph,medium,budget_low
hit,hit,flop,0.3659764235128831,0.2099401253357774,0.42408345115133944,0.33053117967746487,0.37528519982587866,0.29418362049665653,0.42408345115133944,0.37528519982587866,0.42408345115133944,0.29418362049665653,-0.1298998306546829,1,0,correct_to_wrong,9487,A Bug's Life,A Bug's Life,Adventure,120000000,95.0,indie,0.03043478260869565,16,19,0,0,Andrew Stanton,medium,budget_high
average,average,average,0.46587674873237866,0.1370027681239485,0.39712048314367276,0.5032517064882677,0.12131315208499036,0.3754351414267419,0.46587674873237866,0.5032517064882677,0.46587674873237866,0.5032517064882677,0.037374957755889004,1,1,stable_correct,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,135000000,112.0,large_scale,0.015217391304347825,25,14,0,1,Dave Green,medium,budget_high
average,flop,flop,0.38148028666533784,0.4349501736733749,0.18356953966128728,0.3416353960258489,0.579353016788943,0.07901158718520805,0.4349501736733749,0.579353016788943,0.38148028666533784,0.3416353960258489,-0.03984489063948893,0,0,stable_wrong,15049,Bon Cop Bad Cop,Bon Cop Bad Cop,Action,8000000,116.0,indie,0.0,14,12,0,0,Erik Canuel,medium,budget_low
hit,flop,flop,0.20624049910250586,0.5428918103581092,0.25086769053938496,0.13784027397494356,0.6792182180831224,0.18294150794193395,0.5428918103581092,0.6792182180831224,0.25086769053938496,0.18294150794193395,-0.06792618259745101,0,0,stable_wrong,122081,Spring Breakers,Spring Breakers,Drama,5000000,94.0,large_scale,0.06428571428571428,10,67,1,0,Harmony Korine,medium,budget_low
flop,flop,flop,0.21109982809590383,0.48320708082825453,0.3056930910758415,0.14503789868008982,0.5989042880497196,0.25605781327019056,0.48320708082825453,0.5989042880497196,0.48320708082825453,0.5989042880497196,0.11569720722146509,1,1,stable_correct,5172,The Astronaut Farmer,The Astronaut Farmer,Adventure,13000000,104.0,indie,0.0795031055900621,60,16,1,0,Michael Polish,medium,budget_low
hit,flop,flop,0.25125897251887536,0.436409602238983,0.31233142524214164,0.15797395012219376,0.6107416562046903,0.23128439367311596,0.436409602238983,0.6107416562046903,0.31233142524214164,0.23128439367311596,-0.08104703156902568,0,0,stable_wrong,176124,Home Run,Home Run,Drama,1200000,114.0,indie,0.0,14,6,0,0,David Boyd,medium,budget_low
hit,hit,hit,0.32167711018535783,0.2691743243061544,0.4091485655084877,0.3538706777413861,0.25994187180456957,0.38618745045404435,0.4091485655084877,0.38618745045404435,0.4091485655084877,0.38618745045404435,-0.02296111505444337,1,1,stable_correct,2280,Big,Big,Fantasy,18000000,104.0,mid_scale,0.10993788819875774,15,11,1,0,Penny Marshall,medium,budget_mid
hit,hit,hit,0.18691926265203074,0.24185800256785425,0.5712227347801151,0.15026500541632612,0.13952444024951902,0.7102105543341549,0.5712227347801151,0.7102105543341549,0.5712227347801151,0.7102105543341549,0.13898781955403983,1,1,stable_correct,72571,Paranormal Activity 3,Paranormal Activity 3,Horror,5000000,83.0,mid_scale,0.03043478260869565,11,24,0,1,Henry Joost,short,budget_low
hit,flop,flop,0.18462415455188508,0.5378668034272969,0.277509042020818,0.24847390850633566,0.39590166467550847,0.3556244268181559,0.5378668034272969,0.39590166467550847,0.277509042020818,0.3556244268181559,0.07811538479733793,0,0,stable_wrong,10664,[REC]²,[REC]²,Thriller,5600000,85.0,indie,0.015217391304347825,13,5,0,0,Jaume Balagueró,short,budget_low
hit,average,hit,0.4156732045973217,0.25641550530242624,0.32791129010025205,0.17533945692402989,0.12075754935337506,0.7039029937225951,0.4156732045973217,0.7039029937225951,0.32791129010025205,0.7039029937225951,0.3759917036223431,0,1,wrong_to_correct,59436,Midnight in Paris,Midnight in Paris,Fantasy,30000000,94.0,large_scale,0.4164596273291925,43,66,1,0,Woody Allen,medium,budget_mid
flop,hit,hit,0.31854360855969366,0.2503252282462472,0.4311311631940592,0.33294506868593504,0.186403518732298,0.4806514125817669,0.4311311631940592,0.4806514125817669,0.2503252282462472,0.186403518732298,-0.06392170951394921,0,0,stable_wrong,9008,The Insider,The Insider,Drama,90000000,157.0,large_scale,0.2537267080745341,56,42,3,0,Michael Mann,long,budget_high
average,flop,average,0.3778561244611477,0.3838623116455943,0.23828156389325805,0.38639463837794763,0.336534519131529,0.27707084249052344,0.3838623116455943,0.38639463837794763,0.3778561244611477,0.38639463837794763,0.008538513916799939,0,1,wrong_to_correct,331190,Captive,Captive,Crime,2000000,97.0,large_scale,0.0,23,48,0,0,Jerry Jameson,medium,budget_low
hit,flop,hit,0.22911119127330723,0.48996809795716995,0.2809207107695229,0.3040287428663807,0.3445680988048249,0.3514031583287943,0.48996809795716995,0.3514031583287943,0.2809207107695229,0.3514031583287943,0.07048244755927141,0,1,wrong_to_correct,133805,Carrie,Carrie,Drama,30000000,100.0,mid_scale,0.09472049689440992,19,65,1,0,Kimberly Peirce,medium,budget_mid
hit,hit,average,0.3385223245197885,0.223001629389901,0.4384760460903106,0.4006947083344291,0.35616921994889933,0.2431360717166716,0.4384760460903106,0.4006947083344291,0.4384760460903106,0.2431360717166716,-0.195339974373639,1,0,correct_to_wrong,97630,Zero Dark Thirty,Zero Dark Thirty,Thriller,40000000,157.0,mid_scale,0.03043478260869565,31,19,0,0,Kathryn Bigelow,long,budget_mid
hit,average,hit,0.42256619959772856,0.22870435958480276,0.3487294408174687,0.21352956981838536,0.11952556421829832,0.6669448659633163,0.42256619959772856,0.6669448659633163,0.3487294408174687,0.6669448659633163,0.31821542514584755,0,1,wrong_to_correct,11697,The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,Western,3200000,123.0,indie,0.03043478260869565,85,32,0,0,John Ford,long,budget_low
hit,flop,flop,0.35104829374681273,0.3618194374380521,0.2871322688151352,0.24358418102818205,0.6175239942788896,0.1388918246929284,0.3618194374380521,0.6175239942788896,0.2871322688151352,0.1388918246929284,-0.1482404441222068,0,0,stable_wrong,34086,Spaced Invaders,Spaced Invaders,Comedy,3000000,100.0,indie,0.015217391304347825,4,2,0,0,Patrick Read Johnson,medium,budget_low
hit,average,average,0.5085753410638089,0.29757086336887356,0.1938537955673175,0.5802060419328062,0.3456833119665951,0.07411064610059867,0.5085753410638089,0.5802060419328062,0.1938537955673175,0.07411064610059867,-0.11974314946671882,0,0,stable_wrong,85446,Step Up Revolution,Step Up Revolution,Music,33000000,99.0,indie,0.0,12,11,0,0,Scott Speer,medium,budget_mid
hit,flop,flop,0.24534748904524317,0.49773734760876387,0.2569151633459929,0.2776317674227932,0.4917485312213571,0.2306197013558497,0.49773734760876387,0.4917485312213571,0.2569151633459929,0.2306197013558497,-0.02629546199014321,0,0,stable_wrong,268238,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,Drama,10000000,122.0,mid_scale,0.04565217391304347,14,4,0,0,John Madden,long,budget_low
flop,flop,flop,0.3060327243239542,0.3586351521861081,0.3353321234899378,0.34639963442824273,0.37126105602364157,0.2823393095481156,0.3586351521861081,0.37126105602364157,0.3586351521861081,0.37126105602364157,0.012625903837533481,1,1,stable_correct,14175,Valiant,Valiant,Animation,35000000,76.0,indie,0.12857142857142856,15,4,2,0,Gary Chapman,short,budget_mid
hit,hit,flop,0.23831540294937745,0.33480701895106896,0.42687757809955357,0.31307405355686874,0.359814507260384,0.32711143918274727,0.42687757809955357,0.359814507260384,0.42687757809955357,0.32711143918274727,-0.0997661389168063,1,0,correct_to_wrong,22881,The Blind Side,The Blind Side,Drama,29000000,129.0,mid_scale,0.09472049689440992,21,42,1,0,John Lee Hancock,long,budget_mid
hit,average,hit,0.3692155144982069,0.3077434846699518,0.32304100083184145,0.2956280629401534,0.08783457671708668,0.61653736034276,0.3692155144982069,0.61653736034276,0.32304100083184145,0.61653736034276,0.2934963595109185,0,1,wrong_to_correct,2770,American Pie 2,American Pie 2,Comedy,30000000,108.0,mid_scale,0.0,89,109,0,1,J.B. Rogers,medium,budget_mid
hit,hit,hit,0.2498040590642681,0.24494041488798657,0.5052555260477453,0.07031986747853664,0.02400554453012961,0.9056745879913337,0.5052555260477453,0.9056745879913337,0.5052555260477453,0.9056745879913337,0.40041906194358845,1,1,stable_correct,89,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,Adventure,48000000,127.0,indie,0.6785714285714286,51,46,2,0,Steven Spielberg,long,budget_high
flop,flop,flop,0.2852061809818704,0.5218741746000537,0.19291964441807596,0.3060920597815387,0.5879752470397784,0.10593269317868288,0.5218741746000537,0.5879752470397784,0.5218741746000537,0.5879752470397784,0.06610107243972474,1,1,stable_correct,9053,DOA: Dead or Alive,DOA: Dead or Alive,Adventure,21000000,87.0,large_scale,0.0,18,8,0,0,Corey Yuen Kwai,short,budget_mid
hit,flop,average,0.3575977786295276,0.3629112723633532,0.27949094900711924,0.48829177465503315,0.32537712079804565,0.18633110454692126,0.3629112723633532,0.48829177465503315,0.27949094900711924,0.18633110454692126,-0.09315984446019798,0,0,stable_wrong,1954,The Butterfly Effect,The Butterfly Effect,Science Fiction,13000000,113.0,large_scale,0.0,28,125,0,0,Eric Bress,medium,budget_low
hit,average,average,0.43057856385253446,0.27210344794180613,0.2973179882056594,0.4800446933272848,0.28752869425768063,0.23242661241503465,0.43057856385253446,0.4800446933272848,0.2973179882056594,0.23242661241503465,-0.06489137579062476,0,0,stable_wrong,293863,The Age of Adaline,The Age of Adaline,Fantasy,25000000,112.0,mid_scale,0.06428571428571428,35,22,1,0,Lee Toland Krieger,medium,budget_mid
average,flop,flop,0.3523099853251513,0.4545054118561412,0.19318460281870758,0.3764200981845206,0.3827422005358389,0.24083770127964044,0.4545054118561412,0.3827422005358389,0.3523099853251513,0.3764200981845206,0.024110112859369315,0,0,stable_wrong,106747,Machete Kills,Machete Kills,Action,12000000,107.0,large_scale,0.47732919254658385,22,42,1,0,Robert Rodriguez,medium,budget_low
flop,hit,hit,0.24659460456796814,0.23523953956837576,0.5181658558636562,0.37477018765756903,0.12850099343331023,0.49672881890912063,0.5181658558636562,0.49672881890912063,0.23523953956837576,0.12850099343331023,-0.10673854613506553,0,0,stable_wrong,48572,Red State,Red State,Horror,4000000,88.0,mid_scale,0.4164596273291925,38,11,1,0,Kevin Smith,short,budget_low
hit,flop,flop,0.2543828108215457,0.6411606043005879,0.1044565848778664,0.26965145814679436,0.5200171598511094,0.21033138200209622,0.6411606043005879,0.5200171598511094,0.1044565848778664,0.21033138200209622,0.10587479712422983,0,0,stable_wrong,146,"Crouching Tiger, Hidden Dragon",卧虎藏龙,Adventure,17000000,120.0,large_scale,0.09130434782608694,12,13,0,0,Ang Lee,medium,budget_mid
hit,average,hit,0.45841887187096775,0.22363784511620197,0.31794328301283026,0.43565182827112764,0.026997241400678135,0.5373509303281943,0.45841887187096775,0.5373509303281943,0.31794328301283026,0.5373509303281943,0.219407647315364,0,1,wrong_to_correct,2502,The Bourne Supremacy,The Bourne Supremacy,Action,75000000,108.0,large_scale,0.2046583850931677,46,160,2,1,Paul Greengrass,medium,budget_high
average,hit,average,0.32593642354164665,0.25140563526224335,0.42265794119611,0.4730504168058477,0.1434470510797824,0.3835025321143699,0.42265794119611,0.4730504168058477,0.32593642354164665,0.4730504168058477,0.14711399326420105,0,1,wrong_to_correct,8741,The Thin Red Line,The Thin Red Line,Drama,52000000,170.0,mid_scale,0.28757763975155276,26,20,4,1,Terrence Malick,long,budget_high
hit,hit,hit,0.23855676610510013,0.37452091387491093,0.38692232001998894,0.30965865450568053,0.2740853351527053,0.41625601034161414,0.38692232001998894,0.41625601034161414,0.38692232001998894,0.41625601034161414,0.029333690321625194,1,1,stable_correct,11090,The Animal,The Animal,Action,22000000,84.0,indie,0.10993788819875774,14,97,1,0,Luke Greenfield,short,budget_mid
average,average,hit,0.45786869090609755,0.17886541894264743,0.36326589015125516,0.340203925168611,0.1729025955987074,0.4868934792326816,0.45786869090609755,0.4868934792326816,0.45786869090609755,0.340203925168611,-0.11766476573748658,1,0,correct_to_wrong,82703,Mr. Peabody & Sherman,Mr. Peabody & Sherman,Animation,145000000,92.0,mid_scale,0.10993788819875774,51,11,1,0,Rob Minkoff,medium,budget_high
hit,flop,hit,0.21688250049483968,0.46599268081981665,0.3171248186853436,0.0778643357513632,0.13999148040226347,0.7821441838463732,0.46599268081981665,0.7821441838463732,0.3171248186853436,0.7821441838463732,0.4650193651610296,0,1,wrong_to_correct,43839,Alexander's Ragtime Band,Alexander's Ragtime Band,Drama,2000000,106.0,indie,0.0,28,11,0,0,Henry King,medium,budget_low
hit,hit,flop,0.1855856148879265,0.2931141723355285,0.521300212776545,0.1971371007105578,0.40210689601914035,0.40075600327030175,0.521300212776545,0.40210689601914035,0.521300212776545,0.40075600327030175,-0.12054420950624328,1,0,correct_to_wrong,272878,Max,Max,Adventure,20000000,111.0,mid_scale,0.03043478260869565,34,15,0,0,Boaz Yakin,medium,budget_mid
hit,hit,hit,0.3272425178020197,0.23211178040169883,0.4406457017962814,0.33371916761198583,0.28399794391432065,0.3822828884736935,0.4406457017962814,0.3822828884736935,0.4406457017962814,0.3822828884736935,-0.05836281332258786,1,1,stable_correct,157350,Divergent,Divergent,Adventure,85000000,139.0,indie,0.0795031055900621,21,95,1,0,Neil Burger,long,budget_high
average,average,average,0.4443464427967048,0.1638857868660971,0.39176777033719806,0.5389817917276114,0.2540609543841379,0.2069572538882507,0.4443464427967048,0.5389817917276114,0.4443464427967048,0.5389817917276114,0.09463534893090658,1,1,stable_correct,8452,The 6th Day,The 6th Day,Science Fiction,82000000,123.0,indie,0.14378881987577638,12,56,2,0,Roger Spottiswoode,long,budget_high
average,average,hit,0.37889247947996774,0.2881160517593327,0.3329914687606995,0.08772691114274848,0.029747119860506342,0.8825259689967452,0.37889247947996774,0.8825259689967452,0.37889247947996774,0.08772691114274848,-0.29116556833721924,1,0,correct_to_wrong,329833,Zoolander 2,Zoolander 2,Comedy,50000000,100.0,indie,0.3180124223602484,124,17,4,1,Ben Stiller,medium,budget_high
average,average,average,0.37270979311946784,0.26085241631571304,0.36643779056481907,0.4145876297514707,0.2983356877021282,0.2870766825464012,0.37270979311946784,0.4145876297514707,0.37270979311946784,0.4145876297514707,0.04187783663200284,1,1,stable_correct,76285,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,Adventure,90000000,106.0,large_scale,0.09472049689440992,22,29,1,0,Thor Freudenthal,medium,budget_high
average,average,hit,0.40517976033515357,0.33324591109517643,0.26157432856967006,0.3485156138326814,0.13239841797911042,0.5190859681882081,0.40517976033515357,0.5190859681882081,0.40517976033515357,0.3485156138326814,-0.056664146502472146,1,0,correct_to_wrong,227735,Dolphin Tale 2,Dolphin Tale 2,Family,36000000,107.0,mid_scale,0.0795031055900621,62,26,1,1,Charles Martin Smith,medium,budget_mid
average,average,average,0.6096474773377097,0.08856708728046274,0.30178543538182734,0.6624363168688403,0.132761579700113,0.20480210343104668,0.6096474773377097,0.6624363168688403,0.6096474773377097,0.6624363168688403,0.05278883953113056,1,1,stable_correct,27022,The Sorcerer's Apprentice,The Sorcerer's Apprentice,Fantasy,150000000,109.0,large_scale,0.12515527950310557,14,5,1,0,Jon Turteltaub,medium,budget_high
hit,flop,flop,0.3361778058086333,0.470443982571727,0.19337821161963975,0.2663793410022628,0.6234328621338746,0.11018779686386261,0.470443982571727,0.6234328621338746,0.19337821161963975,0.11018779686386261,-0.08319041475577714,0,0,stable_wrong,10090,Reno 911!: Miami,Reno 911!: Miami,Action,10000000,84.0,large_scale,0.0,28,20,0,0,Ben Garant,short,budget_low
flop,flop,flop,0.23803635099462167,0.42752495098110227,0.3344386980242761,0.1542057108646076,0.6810436006272305,0.16475068850816196,0.42752495098110227,0.6810436006272305,0.42752495098110227,0.6810436006272305,0.2535186496461282,1,1,stable_correct,175541,Black Nativity,Black Nativity,Drama,17500000,93.0,indie,0.0,9,14,0,0,Kasi Lemmons,medium,budget_mid
flop,hit,hit,0.09601810820358474,0.0802286242680024,0.8237532675284128,0.03813735669057548,0.01599885352541122,0.9458637897840134,0.8237532675284128,0.9458637897840134,0.0802286242680024,0.01599885352541122,-0.06422977074259117,0,0,stable_wrong,19,Metropolis,Metropolis,Drama,92620000,153.0,indie,0.0,21,22,0,1,Fritz Lang,long,budget_high
flop,average,average,0.3760023783115568,0.3257273757255834,0.29827024596285967,0.792509540421667,0.08598656908837402,0.12150389048995891,0.3760023783115568,0.792509540421667,0.3257273757255834,0.08598656908837402,-0.2397408066372094,0,0,stable_wrong,4421,G.I. Jane,G.I. Jane,Action,50000000,125.0,large_scale,0.3826086956521739,14,16,0,0,Ridley Scott,long,budget_high
flop,flop,hit,0.27585939575694696,0.4371793562834353,0.2869612479596178,0.32894595536145327,0.31785525224535005,0.35319879239319674,0.4371793562834353,0.35319879239319674,0.4371793562834353,0.31785525224535005,-0.11932410403808524,1,0,correct_to_wrong,242095,The Signal,The Signal,Thriller,4000000,95.0,mid_scale,0.06428571428571428,12,52,1,0,William Eubank,medium,budget_low
hit,flop,flop,0.23497656046817508,0.42831822815658216,0.3367052113752428,0.29679564142806447,0.45249567018758197,0.2507086883843535,0.42831822815658216,0.45249567018758197,0.3367052113752428,0.2507086883843535,-0.08599652299088928,0,0,stable_wrong,11637,Are We There Yet?,Are We There Yet?,Adventure,32000000,95.0,mid_scale,0.04565217391304347,13,14,0,0,Brian Levant,medium,budget_mid
hit,flop,hit,0.3645398741822942,0.41255192859471834,0.22290819722298755,0.10601845405503971,0.3222583827022997,0.5717231632426605,0.41255192859471834,0.5717231632426605,0.22290819722298755,0.5717231632426605,0.34881496601967293,0,1,wrong_to_correct,423,The Pianist,The Pianist,Drama,35000000,150.0,large_scale,0.0608695652173913,74,45,0,1,Roman Polanski,long,budget_mid
hit,average,average,0.40723361785994905,0.22429797858014383,0.36846840355990707,0.4192954767285414,0.26826991830642555,0.31243460496503306,0.40723361785994905,0.4192954767285414,0.36846840355990707,0.31243460496503306,-0.05603379859487401,0,0,stable_wrong,9718,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,Comedy,72500000,116.0,indie,0.2046583850931677,24,14,2,0,Adam McKay,medium,budget_high
hit,average,average,0.45920251202311674,0.40695937443749136,0.13383811353939198,0.4059095534405911,0.3219405318907742,0.27214991466863475,0.45920251202311674,0.4059095534405911,0.13383811353939198,0.27214991466863475,0.13831180112924277,0,0,stable_wrong,9762,Step Up,Step Up,Music,12000000,104.0,mid_scale,0.0608695652173913,114,30,0,0,Anne Fletcher,medium,budget_low
hit,flop,flop,0.26740501643592346,0.5667040754109604,0.16589090815311616,0.17560636894723247,0.7388965060724384,0.0854971249803292,0.5667040754109604,0.7388965060724384,0.16589090815311616,0.0854971249803292,-0.08039378317278696,0,0,stable_wrong,16608,The Proposition,The Proposition,Action,2000000,104.0,large_scale,0.015217391304347825,24,34,0,0,John Hillcoat,medium,budget_low
flop,average,hit,0.38606698502855546,0.23211861909463416,0.38181439587681043,0.25286850838151687,0.1930875749053939,0.5540439167130893,0.38606698502855546,0.5540439167130893,0.23211861909463416,0.1930875749053939,-0.03903104418924025,0,0,stable_wrong,171274,Inherent Vice,Inherent Vice,Comedy,20000000,148.0,mid_scale,0.12515527950310557,101,24,1,0,Paul Thomas Anderson,long,budget_mid
average,average,average,0.35983244106188805,0.35482422300046745,0.28534333593764455,0.5782288962942111,0.2957742677748252,0.12599683593096359,0.35983244106188805,0.5782288962942111,0.35983244106188805,0.5782288962942111,0.2183964552323231,1,1,stable_correct,33909,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,Drama,70000000,133.0,mid_scale,0.4012422360248447,20,5,1,0,Oliver Stone,long,budget_high
hit,average,average,0.5002708813457118,0.11898562197190106,0.38074349668238716,0.4666633269353153,0.21277883652787144,0.3205578365368133,0.5002708813457118,0.4666633269353153,0.38074349668238716,0.3205578365368133,-0.06018566014557386,0,0,stable_wrong,72190,World War Z,World War Z,Action,200000000,116.0,large_scale,0.14037267080745341,22,31,1,0,Marc Forster,medium,budget_high
flop,hit,average,0.3079173906599987,0.33412602594278207,0.3579565833972192,0.41224533534592256,0.37817443442583276,0.20958023022824473,0.3579565833972192,0.41224533534592256,0.33412602594278207,0.37817443442583276,0.044048408483050694,0,0,stable_wrong,58680,Woo,Woo,Comedy,13000000,84.0,mid_scale,0.0,12,2,0,0,Daisy von Scherler Mayer,short,budget_low
hit,average,average,0.39990413531875896,0.3322078876707356,0.26788797701050543,0.5410669850721862,0.24213286130741385,0.2168001536204001,0.39990413531875896,0.5410669850721862,0.26788797701050543,0.2168001536204001,-0.05108782339010534,0,0,stable_wrong,816,Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,Science Fiction,16500000,94.0,mid_scale,0.14037267080745341,27,22,1,0,Jay Roach,medium,budget_mid
flop,average,average,0.5885492069483347,0.216869974027435,0.19458081902423036,0.5033910090470363,0.3063369620813643,0.1902720288715995,0.5885492069483347,0.5033910090470363,0.216869974027435,0.3063369620813643,0.0894669880539293,0,0,stable_wrong,7364,Sahara,Sahara,Action,130000000,124.0,large_scale,0.14378881987577638,16,107,2,0,Breck Eisner,long,budget_high
hit,hit,hit,0.23968597537637445,0.3746121896556262,0.38570183496799937,0.21657278498805874,0.14396824726755575,0.6394589677443855,0.38570183496799937,0.6394589677443855,0.38570183496799937,0.6394589677443855,0.2537571327763861,1,1,stable_correct,680,Pulp Fiction,Pulp Fiction,Thriller,8000000,154.0,mid_scale,0.34844720496894405,54,43,4,0,Quentin Tarantino,long,budget_low
hit,flop,hit,0.24657106081357216,0.5108954896193225,0.24253344956710543,0.29896537422832326,0.21438036532418614,0.48665426044749066,0.5108954896193225,0.48665426044749066,0.24253344956710543,0.48665426044749066,0.24412081088038523,0,1,wrong_to_correct,627,Trainspotting,Trainspotting,Drama,4000000,93.0,large_scale,0.1555900621118012,23,44,1,0,Danny Boyle,medium,budget_low
hit,average,flop,0.43881824793108243,0.31192708992512497,0.24925466214379255,0.4456022501362102,0.4690473672746095,0.08535038258918026,0.43881824793108243,0.4690473672746095,0.24925466214379255,0.08535038258918026,-0.1639042795546123,0,0,stable_wrong,22345,Baby Geniuses,Baby Geniuses,Science Fiction,12000000,97.0,mid_scale,0.015217391304347825,6,3,0,0,Bob Clark,medium,budget_low
average,flop,flop,0.240142226832246,0.4597425897836435,0.3001151833841104,0.23637838108181153,0.6058656215765099,0.15775599734167864,0.4597425897836435,0.6058656215765099,0.240142226832246,0.23637838108181153,-0.0037638457504344802,0,0,stable_wrong,9100,The Craft,The Craft,Drama,15000000,101.0,indie,0.015217391304347825,15,7,0,0,Andrew Fleming,medium,budget_low
average,flop,flop,0.2501359329277694,0.486093263572396,0.2637708034998345,0.2860514325473373,0.464681037103009,0.2492675303496537,0.486093263572396,0.464681037103009,0.2501359329277694,0.2860514325473373,0.03591549961956786,0,0,stable_wrong,167,K-PAX,K-PAX,Drama,48000000,120.0,mid_scale,0.04565217391304347,30,58,0,0,Iain Softley,medium,budget_high
hit,average,average,0.38769196605018297,0.36002066588902076,0.2522873680607962,0.4568212503790865,0.37067557077779684,0.17250317884311672,0.38769196605018297,0.4568212503790865,0.2522873680607962,0.17250317884311672,-0.07978418921767949,0,0,stable_wrong,158015,The Purge,The Purge,Science Fiction,3000000,86.0,large_scale,0.015217391304347825,15,11,0,0,James DeMonaco,short,budget_low
hit,flop,flop,0.24984358266392076,0.5001572804879435,0.24999913684813577,0.20346681485116516,0.5656855704749741,0.2308476146738608,0.5001572804879435,0.5656855704749741,0.24999913684813577,0.2308476146738608,-0.01915152217427496,0,0,stable_wrong,253331,Black or White,Black or White,Drama,9000000,121.0,indie,0.0795031055900621,32,10,1,0,Mike Binder,long,budget_low
average,average,average,0.4374851895902891,0.35513732142179033,0.20737748898792058,0.6138602934401839,0.2285439555470036,0.15759575101281245,0.4374851895902891,0.6138602934401839,0.4374851895902891,0.6138602934401839,0.1763751038498948,1,1,stable_correct,11679,xXx: State of the Union,xXx: State of the Union,Action,60000000,101.0,mid_scale,0.17422360248447202,15,111,2,0,Lee Tamahori,medium,budget_high
average,average,average,0.4230418014537908,0.15641155108622684,0.42054664745998244,0.502347284464553,0.26880021262519055,0.22885250291025655,0.4230418014537908,0.502347284464553,0.4230418014537908,0.502347284464553,0.07930548301076223,1,1,stable_correct,24438,Did You Hear About the Morgans?,Did You Hear About the Morgans?,Comedy,58000000,103.0,mid_scale,0.03043478260869565,16,12,0,0,Marc Lawrence,medium,budget_high
average,hit,average,0.2872948582366974,0.25173930564504376,0.46096583611825886,0.3643756646742883,0.32114285602538156,0.31448147930033016,0.46096583611825886,0.3643756646742883,0.2872948582366974,0.3643756646742883,0.07708080643759085,0,1,wrong_to_correct,10545,The Hunchback of Notre Dame,The Hunchback of Notre Dame,Drama,100000000,91.0,indie,0.015217391304347825,17,35,0,0,Gary Trousdale,medium,budget_high
